id,zipcode,city,state,fo,dds,oho,fo_id,dds_id,oho_id
1576,5454,Fairfax,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1577,5455,Fairfield,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1578,5456,Ferrisburg,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1579,5457,Franklin,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1580,5458,Grand Isle,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1581,5459,Highgate Center,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1582,5460,Highgate Springs,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1583,5461,Hinesburg,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1584,5462,Huntington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1585,5463,Isle La Motte,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1586,5464,Smugglers Notch,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1587,5465,Jericho Center,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1588,5466,Jonesville,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1589,5468,Milton,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1590,5469,Monkton,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1591,5470,Montgomery,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1592,5471,Montgomery Cente,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1593,5472,New Haven,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1594,5473,North Ferrisburg,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1595,5474,North Hero,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1596,5476,Richford,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1597,5477,Bolton Valley,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1598,5478,Saint Albans,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1599,5479,Saint Albans,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1600,5481,Saint Albans Bay,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1601,5482,Shelburne,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1602,5483,Sheldon,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1603,5485,Sheldon Springs,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1604,5486,South Hero,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1605,5487,Starksboro,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1606,5488,Swanton,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1607,5489,Underhill,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1608,5490,Underhill Center,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1609,5491,Montpelier,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1610,5492,Waterville,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1611,5494,Westford,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1612,5495,Williston,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1613,5601,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1614,5602,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1615,5603,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1616,5604,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1617,5609,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1618,5620,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1619,5633,Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1620,5640,Adamant,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1621,5641,Barre,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1622,5647,Cabot,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1623,5648,Calais,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1624,5649,East Barre,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1625,5650,East Calais,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1626,5651,East Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1627,5652,Eden,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1628,5653,Eden Mills,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1629,5654,Graniteville,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1630,5655,Hyde Park,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1631,5656,Johnson,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1632,5657,Lake Elmore,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1633,5658,Marshfield,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1634,5660,Moretown,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1635,5661,Morrisville,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1636,5662,Moscow,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1637,5663,Riverton,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1638,5664,Northfield Falls,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1639,5665,North Hyde Park,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1640,5666,North Montpelier,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1641,5667,Plainfield,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1642,5669,Roxbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1643,5670,South Barre,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1644,5671,Waterbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1645,5672,Stowe,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1646,5673,Waitsfield,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1647,5674,Sugarbush Valley,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1648,5675,Washgtin,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1649,5676,Waterbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1650,5677,Waterbury Center,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1651,5678,Websterville,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1652,5679,Williamstown,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1653,5680,Wolcott,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1654,5681,Woodbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1655,5682,Worcester,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1656,5701,Rutland,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1657,5702,Rutland,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1658,5730,Belmont,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1659,5731,Benson,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1660,5732,Hubbardton,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1661,5733,Brandon,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1662,5734,Bridport,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1663,5735,Castleton,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1664,5736,Center Rutland,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1665,5737,Chittenden,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1666,5738,Cuttingsville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1667,5739,Danby,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1668,5740,East Middlebury,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1669,5741,East Poultney,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1670,5742,East Wallingford,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1671,5743,Fair Haven,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1672,5744,Florence,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1673,5745,Forest Dale,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1674,5746,Gaysville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1675,5747,Granville,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1676,5748,Hancock,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1677,5750,Hydeville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1678,5751,Killington,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1679,5753,Bread Loaf,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1680,5757,Middletown Sprin,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1681,5758,Mount Holly,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1682,5759,North Clarendon,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1683,5760,Orwell,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1684,5761,Pawlet,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1685,5762,Pittsfield,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1686,5763,Pittsford,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1687,5764,Poultney,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1688,5765,Proctor,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1689,5766,Ripton,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1690,5767,Rochester,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1691,5768,Rupert,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1692,5769,Salisbury,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1693,5770,Shoreham,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1694,5772,Stockbridge,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1695,5773,Wallingford,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1696,5774,Wells,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1697,5775,West Pawlet,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1698,5776,West Rupert,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1699,5777,West Rutland,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1700,5778,Leicester Juncti,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1701,5819,Saint Johnsbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1702,5820,Albany,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1703,5821,Barnet,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1704,5822,Barton,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1705,5823,Beebe Plain,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1706,5824,Concord,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1707,5825,Coventry,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1708,5826,Craftsbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1709,5827,Craftsbury Commo,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1710,5828,Danville,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1711,5829,Derby,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1712,5830,Derby Line,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1713,5832,East Burke,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1714,5833,East Charleston,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1715,5836,East Hardwick,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1716,5837,East Haven,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1717,5838,East Saint Johnsbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1718,5839,Glover,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1719,5840,Granby,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1720,5841,Greensboro,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1721,5842,Greensboro Bend,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1722,5843,Hardwick,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1723,5845,Irasburg,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1724,5846,Island Pond,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1725,5847,Lowell,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1726,5848,Lower Waterford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1727,5849,Lyndon,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1728,5850,Lyndon Center,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1729,5851,Lyndonville,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1730,5853,Morgan Ctr,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1731,5855,Newport,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1732,5857,Newport Center,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1733,5858,North Concord,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1734,5859,Jay Peak,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1735,5860,Orleans,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1736,5861,Passumpsic,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1737,5862,Peacham,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1738,5863,Saint Johnsbury Center,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1739,5866,Sheffield,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1740,5867,Sutton,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1741,5868,Troy,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1742,5871,West Burke,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1743,5872,West Charleston,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1744,5873,West Danville,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1745,5874,Westfield,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1746,5875,West Glover,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1747,5901,Averill,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1748,5902,Beecher Falls,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1749,5903,Canaan,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1750,5904,Gilman,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1751,5905,Guildhall,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1752,5906,Lunenburg,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1753,5907,Norton,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1754,2801,Adamsville,RI,NEWPORT RI,,,,,
1755,2802,Albion,RI,WOONSOCKET RI,,,,,
1756,2804,Ashaway,RI,NEW LONDON CT,,,,,
1757,2806,Barrington,RI,PROVIDENCE RI,,,,,
1758,2807,Block Island,RI,WARWICK RI,,,,,
1759,2808,Bradford,RI,NEW LONDON CT,,,,,
1760,2809,Bristol,RI,PROVIDENCE RI,,,,,
1761,2812,Richmond,RI,WARWICK RI,,,,,
1762,2813,Charlestown,RI,NEW LONDON CT,,,,,
1763,2814,Chepachet,RI,WOONSOCKET RI,,,,,
1764,2815,Clayville,RI,PROVIDENCE RI,,,,,
1765,2816,Coventry,RI,WARWICK RI,,,,,
1766,2817,West Greenwich,RI,WARWICK RI,,,,,
1767,2818,East Greenwich,RI,WARWICK RI,,,,,
1768,2822,Exeter,RI,WARWICK RI,,,,,
1769,2823,Fiskeville,RI,PROVIDENCE RI,,,,,
1770,2824,Forestdale,RI,WOONSOCKET RI,,,,,
1771,2825,Foster,RI,PROVIDENCE RI,,,,,
1772,2826,Glendale,RI,WOONSOCKET RI,,,,,
1773,2827,Greene,RI,WARWICK RI,,,,,
1774,2828,Greenville,RI,PROVIDENCE RI,,,,,
1775,2829,Harmony,RI,WOONSOCKET RI,,,,,
1776,2830,Harrisville,RI,WOONSOCKET RI,,,,,
1777,2831,Hope,RI,PROVIDENCE RI,,,,,
1778,2832,Richmond,RI,NEW LONDON CT,,,,,
1779,2833,Hopkinton,RI,NEW LONDON CT,,,,,
1780,2835,Jamestown,RI,NEWPORT RI,,,,,
1781,2836,Richmond,RI,WARWICK RI,,,,,
1782,2837,Little Compton,RI,NEWPORT RI,,,,,
1783,2838,Manville,RI,WOONSOCKET RI,,,,,
1784,2839,Mapleville,RI,WOONSOCKET RI,,,,,
1785,2840,Middletown,RI,NEWPORT RI,,,,,
1786,2841,Middletown,RI,NEWPORT RI,,,,,
1787,2842,Middletown,RI,NEWPORT RI,,,,,
1788,2852,North Kingstown,RI,WARWICK RI,,,,,
1789,2857,North Scituate,RI,PROVIDENCE RI,,,,,
1790,2858,Oakland,RI,WOONSOCKET RI,,,,,
1791,2859,Pascoag,RI,WOONSOCKET RI,,,,,
1792,2860,Pawtucket,RI,PAWTUCKET RI,,,,,
1793,2861,Pawtucket,RI,PAWTUCKET RI,,,,,
1794,2862,Pawtucket,RI,PAWTUCKET RI,,,,,
1795,2863,Central Falls,RI,PAWTUCKET RI,,,,,
1796,2864,Cumberland,RI,PAWTUCKET RI,,,,,
1797,2865,Lincoln,RI,PAWTUCKET RI,,,,,
1798,2871,Portsmouth,RI,NEWPORT RI,,,,,
1799,2872,Prudence Island,RI,NEWPORT RI,,,,,
1800,2873,Rockville,RI,NEW LONDON CT,,,,,
1801,2874,Saunderstown,RI,WARWICK RI,,,,,
1802,2875,Shannock,RI,WARWICK RI,,,,,
1803,2876,Slatersville,RI,WOONSOCKET RI,,,,,
1804,2877,Slocum,RI,WARWICK RI,,,,,
1805,2878,Tiverton,RI,NEWPORT RI,,,,,
1806,2879,Narragansett,RI,WARWICK RI,,,,,
1807,2880,Wakefield,RI,WARWICK RI,,,,,
1808,2881,Kingston,RI,WARWICK RI,,,,,
1809,2882,Narragansett,RI,WARWICK RI,,,,,
1810,2883,Peace Dale,RI,WARWICK RI,,,,,
1811,2885,Warren,RI,PROVIDENCE RI,,,,,
1812,2886,Warwick,RI,WARWICK RI,,,,,
1813,2887,Warwick,RI,WARWICK RI,,,,,
1814,2888,Warwick,RI,WARWICK RI,,,,,
1815,2889,Warwick,RI,WARWICK RI,,,,,
1816,2891,Westerly,RI,NEW LONDON CT,,,,,
1817,2892,Richmond,RI,WARWICK RI,,,,,
1818,2893,West Warwick,RI,WARWICK RI,,,,,
1819,2894,Wood River Junct,RI,WARWICK RI,,,,,
1820,2895,North Smithfield,RI,WOONSOCKET RI,,,,,
1821,2896,North Smithfield,RI,WOONSOCKET RI,,,,,
1822,2898,Richmond,RI,WARWICK RI,,,,,
1823,2901,Providence,RI,PROVIDENCE RI,,,,,
1824,2902,Providence,RI,PROVIDENCE RI,,,,,
1825,2903,Providence,RI,PROVIDENCE RI,,,,,
1826,2904,Centredale,RI,PROVIDENCE RI,,,,,
1827,2905,Cranston,RI,PROVIDENCE RI,,,,,
1828,2906,Providence,RI,PROVIDENCE RI,,,,,
1829,2907,Cranston,RI,PROVIDENCE RI,,,,,
1830,2908,Providence,RI,PROVIDENCE RI,,,,,
1831,2909,Cranston,RI,PROVIDENCE RI,,,,,
1832,2910,Cranston,RI,PROVIDENCE RI,,,,,
1833,2911,Centredale,RI,PROVIDENCE RI,,,,,
1834,2912,Providence,RI,PROVIDENCE RI,,,,,
1835,2914,East Providence,RI,PROVIDENCE RI,,,,,
1836,2915,Riverside,RI,PROVIDENCE RI,,,,,
1837,2916,Rumford,RI,PROVIDENCE RI,,,,,
1838,2917,Smithfield,RI,PROVIDENCE RI,,,,,
1839,2918,Providence,RI,PROVIDENCE RI,,,,,
1840,2919,Cranston,RI,PROVIDENCE RI,,,,,
1841,2920,Cranston,RI,PROVIDENCE RI,,,,,
1842,2921,Cranston,RI,PROVIDENCE RI,,,,,
1843,2940,Providence,RI,PROVIDENCE RI,,,,,
1844,6001,Avon,CT,HARTFORD CT,,,,,
1845,6002,Bloomfield,CT,HARTFORD CT,,,,,
1846,6006,Windsor,CT,HARTFORD CT,,,,,
1847,6010,Bristol,CT,HARTFORD CT,,,,,
1848,6011,Bristol,CT,HARTFORD CT,,,,,
1849,6013,Burlington,CT,HARTFORD CT,,,,,
1850,6016,Windsorville,CT,EAST HARTFORD CT,,,,,
1851,6018,Canaan,CT,TORRINGTON CT,,,,,
1852,6019,Canton,CT,HARTFORD CT,,,,,
1853,6020,Canton Center,CT,HARTFORD CT,,,,,
1854,6021,Colebrook,CT,TORRINGTON CT,,,,,
1855,6022,Collinsville,CT,HARTFORD CT,,,,,
1856,6023,East Berlin,CT,NEW BRITAIN CT,,,,,
1857,6024,East Canaan,CT,TORRINGTON CT,,,,,
1858,6025,East Glastonbury,CT,EAST HARTFORD CT,,,,,
1859,6026,East Granby,CT,HARTFORD CT,,,,,
1860,6027,East Hartland,CT,HARTFORD CT,,,,,
1861,6028,East Windsor Hill,CT,EAST HARTFORD CT,,,,,
1862,6029,Ellington,CT,EAST HARTFORD CT,,,,,
1863,6030,Farmington,CT,HARTFORD CT,,,,,
1864,6031,Falls Village,CT,TORRINGTON CT,,,,,
1865,6032,Farmington,CT,HARTFORD CT,,,,,
1866,6033,Glastonbury,CT,EAST HARTFORD CT,,,,,
1867,6034,Farmington,CT,HARTFORD CT,,,,,
1868,6035,Granby,CT,HARTFORD CT,,,,,
1869,6037,Berlin,CT,NEW BRITAIN CT,,,,,
1870,6039,Lakeville,CT,TORRINGTON CT,,,,,
1871,6040,Manchester,CT,EAST HARTFORD CT,,,,,
1872,6041,Manchester,CT,EAST HARTFORD CT,,,,,
1873,6042,Manchester,CT,EAST HARTFORD CT,,,,,
1874,6043,Bolton,CT,WILLIMANTIC CT,,,,,
1875,6045,Manchester,CT,EAST HARTFORD CT,,,,,
1876,6050,New Britain,CT,NEW BRITAIN CT,,,,,
1877,6051,New Britain,CT,NEW BRITAIN CT,,,,,
1878,6052,New Britain,CT,NEW BRITAIN CT,,,,,
1879,6053,New Britain,CT,NEW BRITAIN CT,,,,,
1880,6057,New Hartford,CT,TORRINGTON CT,,,,,
1881,6058,Norfolk,CT,TORRINGTON CT,,,,,
1882,6059,North Canton,CT,HARTFORD CT,,,,,
1883,6060,North Granby,CT,HARTFORD CT,,,,,
1884,6061,Pine Meadow,CT,TORRINGTON CT,,,,,
1885,6062,Plainville,CT,NEW BRITAIN CT,,,,,
1886,6063,Pleasant Valley,CT,TORRINGTON CT,,,,,
1887,6064,Poquonock,CT,HARTFORD CT,,,,,
1888,6065,Riverton,CT,TORRINGTON CT,,,,,
1889,6066,Vernon Rockville,CT,EAST HARTFORD CT,,,,,
1890,6067,Rocky Hill,CT,HARTFORD CT,,,,,
1891,6068,Salisbury,CT,TORRINGTON CT,,,,,
1892,6069,Sharon,CT,TORRINGTON CT,,,,,
1893,6070,Simsbury,CT,HARTFORD CT,,,,,
1894,6071,Somers,CT,SPRINGFIELD MA,,,,,
1895,6072,Somersville,CT,SPRINGFIELD MA,,,,,
1896,6073,South Glastonbur,CT,EAST HARTFORD CT,,,,,
1897,6074,South Windsor,CT,EAST HARTFORD CT,,,,,
1898,6075,Stafford,CT,WILLIMANTIC CT,,,,,
1899,6076,Stafford Springs,CT,WILLIMANTIC CT,,,,,
1900,6077,Staffordville,CT,WILLIMANTIC CT,,,,,
1901,6078,Suffield,CT,HARTFORD CT,,,,,
1902,6079,Tariffville,CT,TORRINGTON CT,,,,,
1903,6080,Suffield,CT,HARTFORD CT,,,,,
1904,6081,Tariffville,CT,HARTFORD CT,,,,,
1905,6082,Enfield,CT,SPRINGFIELD MA,,,,,
1906,6083,Enfield,CT,SPRINGFIELD MA,,,,,
1907,6084,Tolland,CT,WILLIMANTIC CT,,,,,
1908,6085,Unionville,CT,HARTFORD CT,,,,,
1909,6088,East Windsor,CT,EAST HARTFORD CT,,,,,
1910,6089,Weatogue,CT,HARTFORD CT,,,,,
1911,6090,West Granby,CT,HARTFORD CT,,,,,
1912,6091,West Hartland,CT,HARTFORD CT,,,,,
1913,6092,West Simsbury,CT,HARTFORD CT,,,,,
1914,6093,West Suffield,CT,HARTFORD CT,,,,,
1915,6094,Winchester Center,CT,TORRINGTON CT,,,,,
1916,6095,Windsor,CT,HARTFORD CT,,,,,
1917,6096,Windsor Locks,CT,HARTFORD CT,,,,,
1918,6098,Winsted,CT,TORRINGTON CT,,,,,
1919,6101,Hartford,CT,HARTFORD CT,,,,,
1920,6102,Hartford,CT,HARTFORD CT,,,,,
1921,6103,Hartford,CT,HARTFORD CT,,,,,
1922,6104,Hartford,CT,HARTFORD CT,,,,,
1923,6105,Hartford,CT,HARTFORD CT,,,,,
1924,6106,Hartford,CT,HARTFORD CT,,,,,
1925,6107,W Hartford,CT,HARTFORD CT,,,,,
1926,6108,East Hartford,CT,EAST HARTFORD CT,,,,,
1927,6109,Wethersfield,CT,HARTFORD CT,,,,,
1928,6110,W Hartford,CT,HARTFORD CT,,,,,
1929,6111,Maple Hill,CT,NEW BRITAIN CT,,,,,
1930,6112,Hartford,CT,HARTFORD CT,,,,,
1931,6114,Hartford,CT,HARTFORD CT,,,,,
1932,6115,Hartford,CT,HARTFORD CT,,,,,
1933,6117,W Hartford,CT,HARTFORD CT,,,,,
1934,6118,East Hartford,CT,EAST HARTFORD CT,,,,,
1935,6119,W Hartford,CT,HARTFORD CT,,,,,
1936,6120,Hartford,CT,HARTFORD CT,,,,,
1937,6123,Hartford,CT,HARTFORD CT,,,,,
1938,6126,Hartford,CT,HARTFORD CT,,,,,
1939,6127,West Hartford,CT,HARTFORD CT,,,,,
1940,6128,East Hartford,CT,EAST HARTFORD CT,,,,,
1941,6129,Wethersfield,CT,HARTFORD CT,,,,,
1942,6131,Newington,CT,NEW BRITAIN CT,,,,,
