id,zipcode,city,state,fo,dds,oho,fo_id,dds_id,oho_id
365,1971,Salem,MA,SALEM MA,,BOSTON MA,,,
366,1982,South Hamilton,MA,SALEM MA,,BOSTON MA,,,
367,1983,Topsfield,MA,LYNN MA,,BOSTON MA,,,
368,1984,Wenham,MA,SALEM MA,,BOSTON MA,,,
369,1985,West Newbury,MA,HAVERHILL MA,,LAWRENCE MA,,,
370,2018,Accord,MA,QUINCY MA,,BOSTON MA,,,
371,2019,Bellingham,MA,WOONSOCKET RI,,BOSTON MA,,,
372,2020,Brant Rock,MA,HANOVER MA,,BOSTON MA,,,
373,2021,Canton,MA,NORWOOD MA,,BOSTON MA,,,
374,2025,Cohasset,MA,QUINCY MA,,BOSTON MA,,,
375,2026,Dedham,MA,NORWOOD MA,,BOSTON MA,,,
376,2027,Dedham,MA,NORWOOD MA,,BOSTON MA,,,
377,2030,Dover,MA,NORWOOD MA,,BOSTON MA,,,
378,2032,East Walpole,MA,NORWOOD MA,,BOSTON MA,,,
379,2035,Foxboro,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
380,2038,Franklin,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
381,2040,Greenbush,MA,QUINCY MA,,BOSTON MA,,,
382,2041,Green Harbor,MA,HANOVER MA,,BOSTON MA,,,
383,2043,Hingham,MA,QUINCY MA,,BOSTON MA,,,
384,2044,Hingham,MA,QUINCY MA,,BOSTON MA,,,
385,2045,Hull,MA,QUINCY MA,,BOSTON MA,,,
386,2047,Humarock,MA,QUINCY MA,,BOSTON MA,,,
387,2048,Mansfield,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
388,2050,Marshfield,MA,HANOVER MA,,BOSTON MA,,,
389,2051,Marshfield Hills,MA,HANOVER MA,,BOSTON MA,,,
390,2052,Medfield,MA,NORWOOD MA,,BOSTON MA,,,
391,2053,Medway,MA,NORWOOD MA,,BOSTON MA,,,
392,2054,Millis,MA,NORWOOD MA,,BOSTON MA,,,
393,2055,Minot,MA,QUINCY MA,,BOSTON MA,,,
394,2056,Norfolk,MA,NORWOOD MA,,BOSTON MA,,,
395,2059,North Marshfield,MA,HANOVER MA,,BOSTON MA,,,
396,2060,North Scituate,MA,QUINCY MA,,BOSTON MA,,,
397,2061,Norwell,MA,HANOVER MA,,BOSTON MA,,,
398,2062,Norwood,MA,NORWOOD MA,,BOSTON MA,,,
399,2065,Ocean Bluff,MA,HANOVER MA,,BOSTON MA,,,
400,2066,Scituate,MA,QUINCY MA,,BOSTON MA,,,
401,2067,Sharon,MA,NORWOOD MA,,BOSTON MA,,,
402,2070,Sheldonville,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
403,2071,South Walpole,MA,NORWOOD MA,,BOSTON MA,,,
404,2072,Stoughton,MA,BROCKTON MA,,BOSTON MA,,,
405,2081,Walpole,MA,NORWOOD MA,,BOSTON MA,,,
406,2090,Westwood,MA,NORWOOD MA,,BOSTON MA,,,
407,2093,Wrentham,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
408,2108,Boston,MA,BOSTON MA,,BOSTON MA,,,
409,2109,Boston,MA,BOSTON MA,,BOSTON MA,,,
410,2110,Boston,MA,BOSTON MA,,BOSTON MA,,,
411,2111,Boston,MA,BOSTON MA,,BOSTON MA,,,
412,2112,Boston,MA,BOSTON MA,,BOSTON MA,,,
413,2113,Boston,MA,BOSTON MA,,BOSTON MA,,,
414,2114,Boston,MA,BOSTON MA,,BOSTON MA,,,
415,2115,Boston,MA,BOSTON MA,,BOSTON MA,,,
416,2116,Boston,MA,BOSTON MA,,BOSTON MA,,,
417,2117,Boston,MA,BOSTON MA,,BOSTON MA,,,
418,2118,Roxbury,MA,BOSTON MA,,BOSTON MA,,,
419,2119,Roxbury,MA,ROXBURY MA,,BOSTON MA,,,
420,2120,Roxbury,MA,ROXBURY MA,,BOSTON MA,,,
421,2121,Dorchester,MA,ROXBURY MA,,BOSTON MA,,,
422,2122,Dorchester,MA,DORCHESTER MA,,BOSTON MA,,,
423,2123,Boston,MA,BOSTON MA,,BOSTON MA,,,
424,2124,Dorchester,MA,DORCHESTER MA,,BOSTON MA,,,
425,2125,Dorchester,MA,DORCHESTER MA,,BOSTON MA,,,
426,2126,Mattapan,MA,ROSLINDALE MA,,BOSTON MA,,,
427,2127,South Boston,MA,BOSTON MA,,BOSTON MA,,,
428,2128,East Boston,MA,BOSTON MA,,BOSTON MA,,,
429,2129,Charlestown,MA,BOSTON MA,,BOSTON MA,,,
430,2130,Jamaica Plain,MA,ROXBURY MA,,BOSTON MA,,,
431,2131,Roslindale,MA,ROSLINDALE MA,,BOSTON MA,,,
432,2132,West Roxbury,MA,ROSLINDALE MA,,BOSTON MA,,,
433,2133,Boston,MA,BOSTON MA,,BOSTON MA,,,
434,2134,Allston,MA,CAMBRIDGE MA,,BOSTON MA,,,
435,2135,Brighton,MA,BOSTON MA,,BOSTON MA,,,
436,2136,Hyde Park,MA,ROSLINDALE MA,,BOSTON MA,,,
437,2137,Readville,MA,ROSLINDALE MA,,BOSTON MA,,,
438,2138,Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
439,2139,Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
440,2140,North Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
441,2141,East Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
442,2142,Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
443,2143,Somerville,MA,CAMBRIDGE MA,,BOSTON MA,,,
444,2144,Somerville,MA,CAMBRIDGE MA,,BOSTON MA,,,
445,2145,Somerville,MA,CAMBRIDGE MA,,BOSTON MA,,,
446,2148,Malden,MA,MALDEN MA,,BOSTON MA,,,
447,2149,Everett,MA,MALDEN MA,,BOSTON MA,,,
448,2150,Chelsea,MA,MALDEN MA,,BOSTON MA,,,
449,2151,Revere,MA,MALDEN MA,,BOSTON MA,,,
450,2152,Winthrop,MA,MALDEN MA,,BOSTON MA,,,
451,2153,Medford,MA,MALDEN MA,,BOSTON MA,,,
452,2155,Medford,MA,MALDEN MA,,BOSTON MA,,,
453,2156,West Medford,MA,MALDEN MA,,BOSTON MA,,,
454,2163,Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
455,2169,Quincy,MA,QUINCY MA,,BOSTON MA,,,
456,2170,Quincy,MA,QUINCY MA,,BOSTON MA,,,
457,2171,Quincy,MA,QUINCY MA,,BOSTON MA,,,
458,2176,Melrose,MA,MALDEN MA,,BOSTON MA,,,
459,2180,Stoneham,MA,MALDEN MA,,BOSTON MA,,,
460,2184,Braintree,MA,QUINCY MA,,BOSTON MA,,,
461,2185,Braintree,MA,QUINCY MA,,BOSTON MA,,,
462,2186,Milton,MA,QUINCY MA,,BOSTON MA,,,
463,2187,Milton Village,MA,QUINCY MA,,BOSTON MA,,,
464,2188,Weymouth,MA,QUINCY MA,,BOSTON MA,,,
465,2189,Weymouth,MA,QUINCY MA,,BOSTON MA,,,
466,2190,Weymouth,MA,QUINCY MA,,BOSTON MA,,,
467,2191,Weymouth,MA,QUINCY MA,,BOSTON MA,,,
468,2196,Boston,MA,BOSTON MA,,BOSTON MA,,,
469,2199,Boston,MA,BOSTON MA,,BOSTON MA,,,
470,2201,Boston,MA,BOSTON MA,,BOSTON MA,,,
471,2203,Boston,MA,BOSTON MA,,BOSTON MA,,,
472,2204,Boston,MA,BOSTON MA,,BOSTON MA,,,
473,2205,Boston,MA,BOSTON MA,,BOSTON MA,,,
474,2206,Boston,MA,BOSTON MA,,BOSTON MA,,,
475,2210,Boston,MA,BOSTON MA,,BOSTON MA,,,
476,2211,Boston,MA,BOSTON MA,,BOSTON MA,,,
477,2212,Boston,MA,BOSTON MA,,BOSTON MA,,,
478,2215,Boston,MA,BOSTON MA,,BOSTON MA,,,
479,2217,Boston,MA,BOSTON MA,,BOSTON MA,,,
480,2222,Boston,MA,BOSTON MA,,BOSTON MA,,,
481,2238,Cambridge,MA,CAMBRIDGE MA,,BOSTON MA,,,
482,2241,Boston,MA,BOSTON MA,,BOSTON MA,,,
483,2266,Boston,MA,BOSTON MA,,BOSTON MA,,,
484,2269,Quincy,MA,QUINCY MA,,BOSTON MA,,,
485,2283,Boston,MA,BOSTON MA,,BOSTON MA,,,
486,2284,Boston,MA,BOSTON MA,,BOSTON MA,,,
487,2293,Boston,MA,BOSTON MA,,BOSTON MA,,,
488,2297,Boston,MA,BOSTON MA,,BOSTON MA,,,
489,2298,Boston,MA,BOSTON MA,,BOSTON MA,,,
490,2301,Brockton,MA,BROCKTON MA,,BOSTON MA,,,
491,2302,Brockton,MA,BROCKTON MA,,BOSTON MA,,,
492,2303,Brockton,MA,BROCKTON MA,,BOSTON MA,,,
493,2304,Brockton,MA,BROCKTON MA,,BOSTON MA,,,
494,2305,Brockton,MA,BROCKTON MA,,BOSTON MA,,,
495,2322,Avon,MA,BROCKTON MA,,BOSTON MA,,,
496,2324,Bridgewater,MA,BROCKTON MA,,BOSTON MA,,,
497,2325,Bridgewater,MA,BROCKTON MA,,BOSTON MA,,,
498,2327,Bryantville,MA,HANOVER MA,,BOSTON MA,,,
499,2330,Carver,MA,HANOVER MA,,BOSTON MA,,,
500,2331,Duxbury,MA,HANOVER MA,,BOSTON MA,,,
501,2332,Duxbury,MA,HANOVER MA,,BOSTON MA,,,
502,2333,East Bridgewater,MA,BROCKTON MA,,BOSTON MA,,,
503,2334,Easton,MA,BROCKTON MA,,BOSTON MA,,,
504,2337,Elmwood,MA,BROCKTON MA,,BOSTON MA,,,
505,2338,Halifax,MA,HANOVER MA,,BOSTON MA,,,
506,2339,Hanover,MA,HANOVER MA,,BOSTON MA,,,
507,2341,Hanson,MA,HANOVER MA,,BOSTON MA,,,
508,2343,Holbrook,MA,BROCKTON MA,,BOSTON MA,,,
509,2344,Middleboro,MA,TAUNTON MA,,BOSTON MA,,,
510,2345,Manomet,MA,HANOVER MA,,BOSTON MA,,,
511,2346,Middleboro,MA,TAUNTON MA,,PROVIDENCE RI,,,
512,2347,Lakeville,MA,TAUNTON MA,,PROVIDENCE RI,,,
513,2348,Lakeville,MA,TAUNTON MA,,PROVIDENCE RI,,,
514,2349,Middleboro,MA,TAUNTON MA,,PROVIDENCE RI,,,
515,2350,Monponsett,MA,HANOVER MA,,BOSTON MA,,,
516,2351,Abington,MA,BROCKTON MA,,BOSTON MA,,,
517,2355,North Carver,MA,HANOVER MA,,BOSTON MA,,,
518,2356,North Easton,MA,BROCKTON MA,,BOSTON MA,,,
519,2357,North Easton,MA,BROCKTON MA,,BOSTON MA,,,
520,2358,North Pembroke,MA,HANOVER MA,,BOSTON MA,,,
521,2359,Pembroke,MA,HANOVER MA,,BOSTON MA,,,
522,2360,Plymouth,MA,HANOVER MA,,BOSTON MA,,,
523,2361,Plymouth,MA,HANOVER MA,,BOSTON MA,,,
524,2362,Plymouth,MA,HANOVER MA,,BOSTON MA,,,
525,2364,Kingston,MA,HANOVER MA,,BOSTON MA,,,
526,2366,South Carver,MA,HANOVER MA,,BOSTON MA,,,
527,2367,Plympton,MA,HANOVER MA,,BOSTON MA,,,
528,2368,Randolph,MA,BROCKTON MA,,BOSTON MA,,,
529,2370,Rockland,MA,HANOVER MA,,BOSTON MA,,,
530,2375,South Easton,MA,BROCKTON MA,,BOSTON MA,,,
531,2379,West Bridgewater,MA,BROCKTON MA,,BOSTON MA,,,
532,2381,White Horse Beach,MA,HANOVER MA,,BOSTON MA,,,
533,2382,Whitman,MA,BROCKTON MA,,BOSTON MA,,,
534,2420,Lexington,MA,CAMBRIDGE MA,,BOSTON MA,,,
535,2421,Lexington,MA,CAMBRIDGE MA,,BOSTON MA,,,
536,2445,Brookline,MA,BOSTON MA,,BOSTON MA,,,
537,2446,Brookline,MA,BOSTON MA,,BOSTON MA,,,
538,2447,Brookline Village,MA,BOSTON MA,,BOSTON MA,,,
539,2451,Waltham,MA,WALTHAM MA,,BOSTON MA,,,
540,2452,Waltham,MA,WALTHAM MA,,BOSTON MA,,,
541,2453,Waltham,MA,WALTHAM MA,,BOSTON MA,,,
542,2454,Waltham,MA,WALTHAM MA,,BOSTON MA,,,
543,2455,North Waltham,MA,WALTHAM MA,,BOSTON MA,,,
544,2456,New Town,MA,CAMBRIDGE MA,,BOSTON MA,,,
545,2457,Babson Park,MA,FRAMINGHAM MA,,BOSTON MA,,,
546,2458,Newton,MA,CAMBRIDGE MA,,BOSTON MA,,,
547,2459,Newton Center,MA,CAMBRIDGE MA,,BOSTON MA,,,
548,2460,Newtonville,MA,CAMBRIDGE MA,,BOSTON MA,,,
549,2461,Newton Highlands,MA,CAMBRIDGE MA,,BOSTON MA,,,
550,2462,Newton Lower Falls,MA,CAMBRIDGE MA,,BOSTON MA,,,
551,2464,Newton Upper Falls,MA,CAMBRIDGE MA,,BOSTON MA,,,
552,2465,West Newton,MA,CAMBRIDGE MA,,BOSTON MA,,,
553,2466,Auburndale,MA,CAMBRIDGE MA,,BOSTON MA,,,
554,2467,Chestnut Hill,MA,CAMBRIDGE MA,,BOSTON MA,,,
555,2468,Waban,MA,CAMBRIDGE MA,,BOSTON MA,,,
556,2471,Watertown,MA,CAMBRIDGE MA,,BOSTON MA,,,
557,2472,Watertown,MA,CAMBRIDGE MA,,BOSTON MA,,,
558,2474,Arlington,MA,CAMBRIDGE MA,,BOSTON MA,,,
559,2475,Arlington Heights,MA,CAMBRIDGE MA,,BOSTON MA,,,
560,2476,Arlington,MA,CAMBRIDGE MA,,BOSTON MA,,,
561,2477,Watertown,MA,CAMBRIDGE MA,,BOSTON MA,,,
562,2478,Belmont,MA,CAMBRIDGE MA,,BOSTON MA,,,
563,2479,Waverly,MA,CAMBRIDGE MA,,BOSTON MA,,,
564,2481,Wellesley Hills,MA,FRAMINGHAM MA,,BOSTON MA,,,
565,2482,Wellesley,MA,FRAMINGHAM MA,,BOSTON MA,,,
566,2492,Needham,MA,NORWOOD MA,,BOSTON MA,,,
567,2493,Weston,MA,WALTHAM MA,,BOSTON MA,,,
568,2494,Needham Heights,MA,NORWOOD MA,,BOSTON MA,,,
569,2495,Nonantum,MA,CAMBRIDGE MA,,BOSTON MA,,,
570,2532,Onset,MA,EAST FALMOUTH MA,,BOSTON MA,,,
571,2534,Cataumet,MA,EAST FALMOUTH MA,,BOSTON MA,,,
572,2535,Chilmark,MA,EAST FALMOUTH MA,,BOSTON MA,,,
573,2536,Teaticket,MA,EAST FALMOUTH MA,,BOSTON MA,,,
574,2537,East Sandwich,MA,EAST FALMOUTH MA,,BOSTON MA,,,
575,2538,East Wareham,MA,NEW BEDFORD MA,,BOSTON MA,,,
576,2539,Edgartown,MA,EAST FALMOUTH MA,,BOSTON MA,,,
577,2540,Falmouth,MA,EAST FALMOUTH MA,,BOSTON MA,,,
578,2541,Falmouth,MA,EAST FALMOUTH MA,,BOSTON MA,,,
579,2542,Otis A F B,MA,EAST FALMOUTH MA,,BOSTON MA,,,
580,2543,Woods Hole,MA,EAST FALMOUTH MA,,BOSTON MA,,,
581,2552,Menemsha,MA,EAST FALMOUTH MA,,BOSTON MA,,,
582,2553,Monument Beach,MA,EAST FALMOUTH MA,,BOSTON MA,,,
583,2554,Nantucket,MA,EAST FALMOUTH MA,,BOSTON MA,,,
584,2556,North Falmouth,MA,EAST FALMOUTH MA,,BOSTON MA,,,
585,2557,Oak Bluffs,MA,EAST FALMOUTH MA,,BOSTON MA,,,
586,2558,Onset,MA,NEW BEDFORD MA,,BOSTON MA,,,
587,2559,Pocasset,MA,EAST FALMOUTH MA,,BOSTON MA,,,
588,2561,Sagamore,MA,EAST FALMOUTH MA,,BOSTON MA,,,
589,2562,Sagamore Beach,MA,EAST FALMOUTH MA,,BOSTON MA,,,
590,2563,Sandwich,MA,EAST FALMOUTH MA,,BOSTON MA,,,
591,2564,Siasconset,MA,EAST FALMOUTH MA,,BOSTON MA,,,
592,2568,Vineyard Haven,MA,EAST FALMOUTH MA,,BOSTON MA,,,
593,2571,Wareham,MA,NEW BEDFORD MA,,PROVIDENCE RI,,,
594,2574,West Falmouth,MA,EAST FALMOUTH MA,,BOSTON MA,,,
595,2575,West Tisbury,MA,EAST FALMOUTH MA,,BOSTON MA,,,
596,2576,West Wareham,MA,NEW BEDFORD MA,,PROVIDENCE RI,,,
597,2584,Nantucket,MA,EAST FALMOUTH MA,,BOSTON MA,,,
598,2601,West Yarmouth,MA,HYANNIS MA,,BOSTON MA,,,
599,2630,Barnstable,MA,HYANNIS MA,,BOSTON MA,,,
600,2631,Brewster,MA,HYANNIS MA,,BOSTON MA,,,
601,2632,Centerville,MA,HYANNIS MA,,BOSTON MA,,,
602,2633,South Chatham,MA,HYANNIS MA,,BOSTON MA,,,
603,2634,Centerville,MA,HYANNIS MA,,BOSTON MA,,,
604,2635,Cotuit,MA,HYANNIS MA,,BOSTON MA,,,
605,2637,Cummaquid,MA,HYANNIS MA,,BOSTON MA,,,
606,2638,Dennis,MA,HYANNIS MA,,BOSTON MA,,,
607,2639,Dennis Port,MA,HYANNIS MA,,BOSTON MA,,,
608,2641,East Dennis,MA,HYANNIS MA,,BOSTON MA,,,
609,2642,Eastham,MA,HYANNIS MA,,BOSTON MA,,,
610,2643,East Orleans,MA,HYANNIS MA,,BOSTON MA,,,
611,2644,Forestdale,MA,EAST FALMOUTH MA,,BOSTON MA,,,
612,2645,Harwich,MA,HYANNIS MA,,BOSTON MA,,,
613,2646,Harwich Port,MA,HYANNIS MA,,BOSTON MA,,,
614,2647,Hyannis Port,MA,HYANNIS MA,,BOSTON MA,,,
615,2648,Marstons Mills,MA,HYANNIS MA,,BOSTON MA,,,
616,2649,Mashpee,MA,EAST FALMOUTH MA,,BOSTON MA,,,
617,2650,North Chatham,MA,HYANNIS MA,,BOSTON MA,,,
618,2651,North Eastham,MA,HYANNIS MA,,BOSTON MA,,,
619,2652,North Truro,MA,HYANNIS MA,,BOSTON MA,,,
620,2653,Orleans,MA,HYANNIS MA,,BOSTON MA,,,
621,2655,Osterville,MA,HYANNIS MA,,BOSTON MA,,,
622,2657,Provincetown,MA,HYANNIS MA,,BOSTON MA,,,
623,2659,South Chatham,MA,HYANNIS MA,,BOSTON MA,,,
624,2660,South Dennis,MA,HYANNIS MA,,BOSTON MA,,,
625,2661,South Harwich,MA,HYANNIS MA,,BOSTON MA,,,
626,2662,South Orleans,MA,HYANNIS MA,,BOSTON MA,,,
627,2663,South Wellfleet,MA,HYANNIS MA,,BOSTON MA,,,
628,2664,Bass River,MA,HYANNIS MA,,BOSTON MA,,,
629,2666,Truro,MA,HYANNIS MA,,BOSTON MA,,,
630,2667,Wellfleet,MA,HYANNIS MA,,BOSTON MA,,,
631,2668,West Barnstable,MA,HYANNIS MA,,BOSTON MA,,,
632,2669,West Chatham,MA,HYANNIS MA,,BOSTON MA,,,
633,2670,West Dennis,MA,HYANNIS MA,,BOSTON MA,,,
634,2671,West Harwich,MA,HYANNIS MA,,BOSTON MA,,,
635,2672,West Hyannisport,MA,HYANNIS MA,,BOSTON MA,,,
636,2673,West Yarmouth,MA,HYANNIS MA,,PROVIDENCE RI,,,
637,2675,Yarmouth Port,MA,HYANNIS MA,,BOSTON MA,,,
638,2702,Assonet,MA,TAUNTON MA,,PROVIDENCE RI,,,
639,2703,Attleboro,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
640,2712,Chartley,MA,ATTLEBORO MA,,PROVIDENCE RI,,,
641,2713,Cuttyhunk,MA,EAST FALMOUTH MA,,PROVIDENCE RI,,,
642,2714,Dartmouth,MA,NEW BEDFORD MA,,PROVIDENCE RI,,,
643,2715,Dighton,MA,TAUNTON MA,,PROVIDENCE RI,,,
644,2717,East Freetown,MA,TAUNTON MA,,PROVIDENCE RI,,,
645,2718,East Taunton,MA,TAUNTON MA,,PROVIDENCE RI,,,
646,2719,Fairhaven,MA,NEW BEDFORD MA,,PROVIDENCE RI,,,
647,2720,Fall River,MA,FALL RIVER MA,,PROVIDENCE RI,,,
648,2721,Fall River,MA,FALL RIVER MA,,PROVIDENCE RI,,,
